"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/owns","owns","Products owned by the organization or person.","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/OwnershipInfo, http://schema.org/Product","","",""
"http://schema.org/pageEnd","pageEnd","The page on which the work ends; for example ""138"" or ""xvi"".","","http://purl.org/ontology/bibo/pageEnd","","http://schema.org/Article, http://schema.org/Chapter, http://schema.org/PublicationIssue, http://schema.org/PublicationVolume","http://schema.org/Integer, http://schema.org/Text","","",""
"http://schema.org/pageStart","pageStart","The page on which the work starts; for example ""135"" or ""xiii"".","","http://purl.org/ontology/bibo/pageStart","","http://schema.org/Article, http://schema.org/Chapter, http://schema.org/PublicationIssue, http://schema.org/PublicationVolume","http://schema.org/Integer, http://schema.org/Text","","",""
"http://schema.org/pagination","pagination","Any description of pages that is not separated into pageStart and pageEnd; for example, ""1-6, 9, 55"" or ""10-12, 46-49"".","","http://purl.org/ontology/bibo/pages","","http://schema.org/Article, http://schema.org/Chapter, http://schema.org/PublicationIssue, http://schema.org/PublicationVolume","http://schema.org/Text","","",""
"http://schema.org/parent","parent","A parent of this person.","","","","http://schema.org/Person","http://schema.org/Person","","http://schema.org/parents",""
"http://schema.org/parentItem","parentItem","The parent of a question, answer or item in general.","","","","http://schema.org/Comment","http://schema.org/Question","","",""
"http://schema.org/parentOrganization","parentOrganization","The larger organization that this organization is a <a class=""localLink"" href=""http://schema.org/subOrganization"">subOrganization</a> of, if any.","","","","http://schema.org/Organization","http://schema.org/Organization","http://schema.org/subOrganization","http://schema.org/branchOf",""
"http://schema.org/parentService","parentService","A broadcast service to which the broadcast service may belong to such as regional variations of a national channel.","","","","http://schema.org/BroadcastService","http://schema.org/BroadcastService","","",""
"http://schema.org/parents","parents","A parents of the person.","","","","http://schema.org/Person","http://schema.org/Person","","","http://schema.org/parent"
"http://schema.org/partOfEpisode","partOfEpisode","The episode to which this clip belongs.","http://schema.org/isPartOf","","","http://schema.org/Clip","http://schema.org/Episode","","",""
"http://schema.org/partOfInvoice","partOfInvoice","The order is being paid as part of the referenced Invoice.","","","","http://schema.org/Order","http://schema.org/Invoice","","",""
"http://schema.org/partOfOrder","partOfOrder","The overall order the items in this delivery were included in.","","","","http://schema.org/ParcelDelivery","http://schema.org/Order","","",""
"http://schema.org/partOfSeason","partOfSeason","The season to which this episode belongs.","http://schema.org/isPartOf","","","http://schema.org/Clip, http://schema.org/Episode","http://schema.org/CreativeWorkSeason","","",""
"http://schema.org/partOfSeries","partOfSeries","The series to which this episode or season belongs.","http://schema.org/isPartOf","","","http://schema.org/Clip, http://schema.org/CreativeWorkSeason, http://schema.org/Episode","http://schema.org/CreativeWorkSeries","","http://schema.org/partOfTVSeries",""
"http://schema.org/partOfTVSeries","partOfTVSeries","The TV series to which this episode or season belongs.","http://schema.org/isPartOf","","","http://schema.org/TVClip, http://schema.org/TVEpisode, http://schema.org/TVSeason","http://schema.org/TVSeries","","","http://schema.org/partOfSeries"
"http://schema.org/participant","participant","Other co-agents that participated in the action indirectly. e.g. John wrote a book with <em>Steve</em>.","","","http://schema.org/borrower, http://schema.org/buyer, http://schema.org/endorsee, http://schema.org/landlord, http://schema.org/lender, http://schema.org/loser, http://schema.org/opponent, http://schema.org/realEstateAgent, http://schema.org/recipient, http://schema.org/seller, http://schema.org/sender, http://schema.org/sportsTeam, http://schema.org/vendor, http://schema.org/winner","http://schema.org/Action","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/partySize","partySize","Number of people the reservation should accommodate.","","","","http://schema.org/FoodEstablishmentReservation, http://schema.org/TaxiReservation","http://schema.org/Integer, http://schema.org/QuantitativeValue","","",""
"http://schema.org/passengerPriorityStatus","passengerPriorityStatus","The priority status assigned to a passenger for security or boarding (e.g. FastTrack or Priority).","","","","http://schema.org/FlightReservation","http://schema.org/QualitativeValue, http://schema.org/Text","","",""
"http://schema.org/passengerSequenceNumber","passengerSequenceNumber","The passenger's sequence number as assigned by the airline.","","","","http://schema.org/FlightReservation","http://schema.org/Text","","",""
"http://schema.org/paymentAccepted","paymentAccepted","Cash, credit card, etc.","","","","http://schema.org/LocalBusiness","http://schema.org/Text","","",""
"http://schema.org/paymentDue","paymentDue","The date that payment is due.","","","","http://schema.org/Invoice, http://schema.org/Order","http://schema.org/DateTime","","","http://schema.org/paymentDueDate"
"http://schema.org/paymentDueDate","paymentDueDate","The date that payment is due.","","","","http://schema.org/Invoice, http://schema.org/Order","http://schema.org/DateTime","","http://schema.org/paymentDue",""
"http://schema.org/paymentMethod","paymentMethod","The name of the credit card or other method of payment for the order.","","","","http://schema.org/Invoice, http://schema.org/Order","http://schema.org/PaymentMethod","","",""
"http://schema.org/paymentMethodId","paymentMethodId","An identifier for the method of payment used (e.g. the last 4 digits of the credit card).","","","","http://schema.org/Invoice, http://schema.org/Order","http://schema.org/Text","","",""
"http://schema.org/paymentStatus","paymentStatus","The status of payment; whether the invoice has been paid or not.","","","","http://schema.org/Invoice","http://schema.org/PaymentStatusType, http://schema.org/Text","","",""
"http://schema.org/paymentUrl","paymentUrl","The URL for sending a payment.","","","","http://schema.org/Order","http://schema.org/URL","","",""
"http://schema.org/performTime","performTime","The length of time it takes to perform instructions or a direction (not including time to prepare the supplies), in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>.","","","http://schema.org/cookTime","http://schema.org/HowTo, http://schema.org/HowToDirection","http://schema.org/Duration","","",""
"http://schema.org/performer","performer","A performer at the event&#x2014;for example, a presenter, musician, musical group or actor.","","","","http://schema.org/Event","http://schema.org/Organization, http://schema.org/Person","","http://schema.org/performers",""
"http://schema.org/performerIn","performerIn","Event that this person is a performer or participant in.","","","","http://schema.org/Person","http://schema.org/Event","","",""
"http://schema.org/performers","performers","The main performer or performers of the event&#x2014;for example, a presenter, musician, or actor.","","","","http://schema.org/Event","http://schema.org/Organization, http://schema.org/Person","","","http://schema.org/performer"
"http://schema.org/permissionType","permissionType","The type of permission granted the person, organization, or audience.","","","","http://schema.org/DigitalDocumentPermission","http://schema.org/DigitalDocumentPermissionType","","",""
"http://schema.org/permissions","permissions","Permission(s) required to run the app (for example, a mobile app may require full internet access or may run only on wifi).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text","","",""
"http://schema.org/permitAudience","permitAudience","The target audience for this permit.","","","","http://schema.org/Permit","http://schema.org/Audience","","",""
